Age,Gender,Marital Status,Occupation,Monthly Income,Educational Qualifications,Family size,latitude,longitude,Pin code,Medium (P1),Medium (P2),Meal(P1),Meal(P2),Perference(P1),Perference(P2),Ease and convenient,Time saving,More restaurant choices,Easy Payment option,More Offers and Discount,Good Food quality,Good Tracking system,Self Cooking,Health Concern,Late Delivery,Poor Hygiene,Bad past experience,Unavailability,Unaffordable,Long delivery time,Delay of delivery person getting assigned,Delay of delivery person picking up food,Wrong order delivered,Missing item,Order placed by mistake,Influence of time,Order Time,Maximum wait time,Residence in busy location,Google Maps Accuracy,Good Road Condition,Low quantity low time,Delivery person ability,Influence of rating,Less Delivery time,High Quality of package,Number of calls,Politeness,Freshness,Temperature,Good Taste,Good Quantity,Output,Reviews,churn_risk,risk_score,risk_segment,customer_id,customer_name,reason_code,crm_action,crm_channel,crm_kpi
23,Female,Single,Student,No Income,Post Graduate,2,13.0158,77.539,560096,Food delivery apps,Direct call,Dinner,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Neutral,Agree,Strongly agree,Agree,Agree,Strongly agree,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Agree,Strongly Agree,Agree,Agree,Yes,Important,Important,Moderately Important,Important,Moderately Important,Important,Important,Important,Yes,I have no issues related to delivery and I prefer four plus rated restaurant,0,0.2148541901528184,Low Risk,CUST-0227,Lina Firmansyah,General Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
30,Male,Married,Self Employeed,More than 50000,Graduate,1,13.0809,77.5565,560097,Food delivery apps,Direct call,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Neutral,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Neutral,Agree,Neutral,Agree,Agree,Disagree,Disagree,Yes,Anytime (Mon-Sun),15 minutes,Agree,Agree,Strongly Agree,Agree,Agree,Yes,Important,Important,Very Important,Important,Important,Important,Moderately Important,Important,No,I had misplaced order in the past orders,1,0.7906626832701186,High Risk,CUST-0228,Wahyu Firmansyah,Time Risk,Fast delivery voucher dan rekomendasi restoran terdekat,"Push notification, WhatsApp, in-app","Reorder rate, voucher redemption, penurunan churn risk"
21,Male,Single,Student,No Income,Graduate,3,13.0641,77.5931,560092,Food delivery apps,Direct call,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Agree,Neutral,Agree,Neutral,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Neutral,Agree,Disagree,Disagree,Strongly disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Agree,Strongly Agree,Agree,Agree,Yes,Important,Important,Important,Important,Important,Important,Important,Important,Yes,Best service,0,0.1587709271636807,Low Risk,CUST-0229,Zaki Ananda,Service Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
26,Female,Married,Employee,Below Rs.10000,Graduate,6,12.9859,77.6713,560093,Food delivery apps,Direct call,Dinner,Dinner,Veg foods (Breakfast / Lunch / Dinner),Sweets,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Agree,Neutral,Agree,Agree,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Agree,Neutral,Agree,Yes,Important,Moderately Important,Important,Important,Important,Very Important,Very Important,Very Important,No,I had bad quality order delivered twice,1,0.8675328093816427,High Risk,CUST-0230,Putri Ananda,Time Risk,Fast delivery voucher dan rekomendasi restoran terdekat,"Push notification, WhatsApp, in-app","Reorder rate, voucher redemption, penurunan churn risk"
25,Male,Single,Self Employeed,More than 50000,School,3,12.9859,77.6713,560093,Food delivery apps,Direct call,Dinner,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly disagree,Agree,Disagree,Strongly disagree,Disagree,Agree,Agree,Agree,Neutral,Disagree,Disagree,Maybe,Anytime (Mon-Sun),60 minutes,Agree,Disagree,Disagree,Agree,Disagree,No,Moderately Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Unimportant,Slightly Important,Yes,Bad rating doesn't mean that the food tastes bad. Delivery got no problem !,0,0.1892547913225081,Low Risk,CUST-0231,Bayu Ananda,Service Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
31,Male,Prefer not to say,Employee,Below Rs.10000,Graduate,1,12.9866,77.4904,560091,Food delivery apps,Direct call,Lunch,Snacks,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Neutral,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Neutral,Disagree,Disagree,Strongly agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Yes,Weekend (Sat & Sun),15 minutes,Agree,Disagree,Disagree,Neutral,Agree,Yes,Important,Moderately Important,Important,Very Important,Very Important,Very Important,Very Important,Very Important,No,Order delivered to my location are late,1,0.849573294143529,High Risk,CUST-0232,Rafi Mahendra,Time Risk,Fast delivery voucher dan rekomendasi restoran terdekat,"Push notification, WhatsApp, in-app","Reorder rate, voucher redemption, penurunan churn risk"
23,Female,Single,Employee,25001 to 50000,Post Graduate,2,12.9847,77.5491,560100,Food delivery apps,Walk-in,Dinner,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Neutral,Agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,Neutral,Agree,Agree,Strongly agree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Yes,Important,Moderately Important,Important,Important,Important,Important,Very Important,Very Important,Yes,My location is pretty well built for food delivery,0,0.1574121293196019,Low Risk,CUST-0233,Yuni Mahendra,Service Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
29,Female,Married,Employee,25001 to 50000,Ph.D,3,12.9847,77.5491,560100,Food delivery apps,Direct call,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Yes,Important,Important,Very Important,Important,Very Important,Very Important,Very Important,Very Important,Yes,I believe more on quality than time of delivery,0,0.1779512825051037,Low Risk,CUST-0234,Dina Mahendra,Service Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
21,Male,Single,Student,No Income,Graduate,6,12.9847,77.5491,560100,Food delivery apps,Direct call,Breakfast,Lunch,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Strongly agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Yes,Slightly Important,Slightly Important,Moderately Important,Slightly Important,Important,Moderately Important,Slightly Important,Slightly Important,Yes,NIL,0,0.1425406186250779,Low Risk,CUST-0235,Arif Utami,Service Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
20,Male,Single,Student,No Income,Graduate,3,12.9299,77.6848,560103,Food delivery apps,Direct call,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Neutral,Strongly disagree,Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Yes,Important,Important,Important,Important,Important,Important,Important,Important,Yes,Super fast riders helps in super fast delivery,0,0.1470098901928896,Low Risk,CUST-0236,Hendra Utami,Service Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
22,Male,Single,Employee,10001 to 25000,Graduate,2,12.9299,77.6848,560103,Food delivery apps,Direct call,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Maybe,Anytime (Mon-Sun),More than 60 minutes,Agree,Agree,Strongly Agree,Disagree,Disagree,No,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Very Important,Very Important,Yes,I believe rating doesn't have much effect on the taste of food,0,0.1408305689106259,Low Risk,CUST-0237,Bagas Utami,Service Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
30,Female,Married,House wife,No Income,School,6,12.9828,77.6131,560042,Food delivery apps,Web browser,Lunch,Snacks,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Disagree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Neutral,Neutral,Yes,Anytime (Mon-Sun),30 minutes,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Yes,Important,Moderately Important,Very Important,Moderately Important,Important,Very Important,Very Important,Very Important,No,I need quicker delivery and more extra restaurant choices,1,0.8154588620784834,High Risk,CUST-0238,Rani Syahputra,Time Risk,Fast delivery voucher dan rekomendasi restoran terdekat,"Push notification, WhatsApp, in-app","Reorder rate, voucher redemption, penurunan churn risk"
27,Male,Married,Self Employeed,More than 50000,Graduate,3,12.989,77.5332,560079,Food delivery apps,Direct call,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Neutral,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Neutral,Agree,Strongly agree,Disagree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Disagree,Disagree,Disagree,No,Anytime (Mon-Sun),More than 60 minutes,Disagree,Agree,Neutral,Agree,Agree,Yes,Important,Important,Important,Important,Very Important,Important,Very Important,Very Important,Yes,Best best fast fast quick quick,0,0.1801555446119428,Low Risk,CUST-0239,Farhan Syahputra,Service Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
23,Male,Single,Student,No Income,Post Graduate,2,12.977,77.5773,560009,Food delivery apps,Direct call,Lunch,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Yes,Very Important,Very Important,Very Important,Very Important,Important,Important,Important,Important,No,My order rarely gets late. But it really pissess me off,1,0.4164692141919205,Medium Risk,CUST-0240,Doni Syahputra,Service Risk,Promo personal dan rekomendasi restoran sesuai preferensi,"Email, in-app, push notification","Repeat order, frequency, campaign conversion"
30,Male,Married,Self Employeed,25001 to 50000,School,6,12.9251,77.4992,560059,Food delivery apps,Direct call,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Disagree,Disagree,Neutral,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Neutral,Agree,Agree,Agree,Yes,Important,Important,Important,Important,Very Important,Important,Very Important,Very Important,No,worst worst worst slow slow slow,1,0.833148898208117,High Risk,CUST-0241,Andi Pratama,Time Risk,Fast delivery voucher dan rekomendasi restoran terdekat,"Push notification, WhatsApp, in-app","Reorder rate, voucher redemption, penurunan churn risk"
23,Male,Single,Student,No Income,Post Graduate,3,12.9967,77.7582,560067,Food delivery apps,Web browser,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Agree,Agree,Maybe,Very Important,Very Important,Very Important,Very Important,Important,Very Important,Important,Very Important,Yes,I'm satisfied with the service of swiggy,0,0.2405084008079484,Low Risk,CUST-0242,Budi Pratama,Service Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
28,Female,Married,Employee,25001 to 50000,Post Graduate,6,12.9967,77.7582,560067,Food delivery apps,Direct call,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Disagree,Disagree,Neutral,Disagree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Yes,Anytime (Mon-Sun),15 minutes,Agree,Neutral,Disagree,Agree,Agree,Yes,Important,Important,Important,Important,Moderately Important,Important,Important,Very Important,No,Worst delivery system- Especially zomato,1,0.8802746938354394,High Risk,CUST-0243,Eka Pratama,Time Risk,Fast delivery voucher dan rekomendasi restoran terdekat,"Push notification, WhatsApp, in-app","Reorder rate, voucher redemption, penurunan churn risk"
30,Male,Married,Self Employeed,More than 50000,Graduate,6,12.9967,77.7582,560067,Food delivery apps,Direct call,Lunch,Dinner,Veg foods (Breakfast / Lunch / Dinner),Sweets,Agree,Agree,Strongly agree,Agree,Neutral,Neutral,Agree,Disagree,Disagree,Neutral,Disagree,Neutral,Disagree,Strongly disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Maybe,Anytime (Mon-Sun),60 minutes,Agree,Agree,Strongly Agree,Agree,Agree,Yes,Important,Moderately Important,Slightly Important,Moderately Important,Important,Important,Important,Important,Yes,Whitefield got no problem with respect to delivery and we have a good set of restaurant here,0,0.1956108302673264,Low Risk,CUST-0244,Indra Saputra,General Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
24,Female,Married,Employee,25001 to 50000,Post Graduate,2,12.957,77.5637,560018,Food delivery apps,Direct call,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Neutral,Neutral,Disagree,Agree,Agree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,No,Anytime (Mon-Sun),More than 60 minutes,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Yes,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Yes,I can wait for quality food from highly rated restaurant,0,0.2927911513239267,Low Risk,CUST-0245,Hana Saputra,Promo Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
21,Male,Single,Student,No Income,Graduate,2,12.957,77.5637,560018,Food delivery apps,Direct call,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Neutral,Agree,Disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Disagree,Agree,Disagree,Neutral,Disagree,Yes,Important,Important,Moderately Important,Important,Moderately Important,Moderately Important,Important,Important,No,If it is from a low rated restaurant. I restrict myself to order from that restaurant,1,0.7181016615767192,High Risk,CUST-0246,Rama Saputra,Time Risk,Fast delivery voucher dan rekomendasi restoran terdekat,"Push notification, WhatsApp, in-app","Reorder rate, voucher redemption, penurunan churn risk"
23,Female,Prefer not to say,Employee,10001 to 25000,Graduate,3,12.9889,77.5741,560020,Food delivery apps,Direct call,Lunch,Snacks,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Maybe,Important,Important,Slightly Important,Important,Slightly Important,Moderately Important,Important,Important,No,It serves my hunger on time. But there are times it delays when I needed the most,1,0.4426107235025235,Medium Risk,CUST-0247,Lina Wijaya,General Risk,Promo personal dan rekomendasi restoran sesuai preferensi,"Email, in-app, push notification","Repeat order, frequency, campaign conversion"
25,Male,Married,Self Employeed,More than 50000,Post Graduate,4,13.0206,77.6479,560043,Food delivery apps,Walk-in,Dinner,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Yes,Important,Important,Important,Important,Very Important,Very Important,Very Important,Very Important,Yes,I'm conscious about quality more than time of delivery,0,0.2095301232433628,Low Risk,CUST-0248,Wahyu Wijaya,Service Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
24,Female,Single,Employee,25001 to 50000,Graduate,2,12.8893,77.6399,560068,Food delivery apps,Direct call,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Neutral,Agree,Neutral,Neutral,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Agree,Strongly Agree,Agree,Agree,Yes,Important,Important,Moderately Important,Important,Slightly Important,Moderately Important,Important,Very Important,Yes,LOVE SWIGGY AND ZOMATO,0,0.1601521914559988,Low Risk,CUST-0249,Nanda Wijaya,Service Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
26,Male,Married,Employee,10001 to 25000,Graduate,3,12.8893,77.6399,560068,Food delivery apps,Direct call,Lunch,Snacks,Sweets,Ice cream / Cool drinks,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,Anytime (Mon-Sun),15 minutes,Agree,Agree,Strongly Agree,Agree,Disagree,Yes,Important,Important,Very Important,Very Important,Important,Very Important,Very Important,Very Important,No,Poor delivery services,1,0.8818059713229208,High Risk,CUST-0250,Rizky Lestari,Time Risk,Fast delivery voucher dan rekomendasi restoran terdekat,"Push notification, WhatsApp, in-app","Reorder rate, voucher redemption, penurunan churn risk"
25,Female,Single,Employee,25001 to 50000,Post Graduate,2,12.9967,77.7582,560067,Food delivery apps,Direct call,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Neutral,Agree,Disagree,Strongly disagree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Disagree,Neutral,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Agree,Strongly Agree,Agree,Agree,Maybe,Slightly Important,Slightly Important,Moderately Important,Slightly Important,Important,Moderately Important,Moderately Important,Moderately Important,Yes,Quick and fastest delivery made to my location,0,0.2417840452093468,Low Risk,CUST-0251,Sari Lestari,Service Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
22,Male,Single,Student,25001 to 50000,Graduate,3,12.9783,77.6408,560038,Food delivery apps,Direct call,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Disagree,Agree,Disagree,Agree,Neutral,Agree,Agree,Disagree,Neutral,Neutral,Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,No,Anytime (Mon-Sun),60 minutes,Agree,Agree,Strongly Agree,Neutral,Neutral,Yes,Important,Very Important,Slightly Important,Moderately Important,Slightly Important,Moderately Important,Slightly Important,Very Important,Yes,No issues,0,0.3741008992726751,Low Risk,CUST-0252,Rafi Lestari,Convenience Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
26,Female,Single,Employee,25001 to 50000,Post Graduate,2,12.9783,77.6408,560038,Food delivery apps,Direct call,Breakfast,Lunch,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Neutral,Agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Neutral,Agree,Disagree,Disagree,Disagree,Neutral,Neutral,Disagree,Neutral,Disagree,Neutral,Yes,Anytime (Mon-Sun),More than 60 minutes,Agree,Agree,Agree,Neutral,Disagree,Yes,Important,Important,Very Important,Important,Important,Important,Very Important,Important,Yes,Neat package by swiggy and also takes carry of quality during covid situation,0,0.2018324578200843,Low Risk,CUST-0253,Yuni Permana,General Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
23,Male,Single,Employee,10001 to 25000,Graduate,2,12.9925,77.5633,560021,Food delivery apps,Direct call,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Disagree,Disagree,Strongly disagree,Disagree,Disagree,Neutral,Disagree,Agree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Strongly agree,Agree,Neutral,Disagree,Disagree,Strongly disagree,Yes,Weekdays (Mon-Fri),15 minutes,Agree,Neutral,Agree,Neutral,Disagree,Yes,Important,Moderately Important,Moderately Important,Important,Important,Moderately Important,Important,Moderately Important,Yes,NIL,0,0.7331828034931231,High Risk,CUST-0254,Dimas Permana,Time Risk,Fast delivery voucher dan rekomendasi restoran terdekat,"Push notification, WhatsApp, in-app","Reorder rate, voucher redemption, penurunan churn risk"
21,Female,Single,Employee,Below Rs.10000,Graduate,2,12.9925,77.5633,560021,Food delivery apps,Walk-in,Dinner,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Neutral,Agree,Agree,Agree,Agree,Disagree,Neutral,Agree,Agree,Strongly agree,Agree,Yes,Weekend (Sat & Sun),30 minutes,Agree,Neutral,Agree,Agree,Strongly Agree,Yes,Important,Important,Very Important,Important,Very Important,Very Important,Very Important,Very Important,No,very late deliveries to my house everytime i order,1,0.7821553131182464,High Risk,CUST-0255,Nisa Permana,Time Risk,Fast delivery voucher dan rekomendasi restoran terdekat,"Push notification, WhatsApp, in-app","Reorder rate, voucher redemption, penurunan churn risk"
25,Male,Married,Self Employeed,25001 to 50000,Graduate,3,12.9561,77.5921,560027,Food delivery apps,Direct call,Lunch,Snacks,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Neutral,Agree,Strongly agree,Agree,Neutral,Agree,Neutral,Disagree,Disagree,Neutral,Agree,Disagree,Disagree,Agree,Neutral,Neutral,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Yes,Important,Important,Moderately Important,Important,Important,Very Important,Very Important,Important,Yes,Love Swiggy's delivery men. They are lightning fast,0,0.1780790063976858,Low Risk,CUST-0256,Hendra Santoso,Service Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
24,Female,Married,Employee,10001 to 25000,Post Graduate,2,12.9561,77.5921,560027,Food delivery apps,Direct call,Breakfast,Lunch,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Agree,Neutral,Agree,Strongly agree,Agree,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Strongly disagree,Strongly disagree,No,Anytime (Mon-Sun),60 minutes,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Yes,Important,Important,Very Important,Important,Important,Important,Important,Important,Yes,560075,0,0.2694945606661426,Low Risk,CUST-0257,Ayu Santoso,General Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
22,Male,Married,Student,No Income,Graduate,2,13.0734,77.5464,560014,Food delivery apps,Direct call,Snacks,Dinner,Veg foods (Breakfast / Lunch / Dinner),Sweets,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Strongly agree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Neutral,Agree,Yes,Important,Important,Important,Very Important,Very Important,Very Important,Very Important,Very Important,Yes,Quality is more important than time,0,0.2849162578597961,Low Risk,CUST-0258,Yoga Santoso,Service Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
24,Male,Married,Employee,More than 50000,Post Graduate,3,12.9515,77.4921,560056,Food delivery apps,Direct call,Snacks,Dinner,Veg foods (Breakfast / Lunch / Dinner),Bakery items (snacks),Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Agree,Neutral,Agree,Yes,Important,Very Important,Important,Very Important,Important,Very Important,Very Important,Very Important,Yes,I love ordering online,0,0.2097174055756878,Low Risk,CUST-0259,Farhan Kurniawan,General Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
